,x_values,# of Var,ssr,r^2,r^2adj,AIC,BIC
108,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.003227754671915538,0.911202610479687,0.8950576305669028,-157.23606493926076,-150.75688060923912
109,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.004043546177620878,0.888759716436414,0.8685342103339438,-151.1520111317103,-144.67282680168867
110,"Index(['const', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.017830219882615034,0.5094803846384683,0.4202950000272807,-111.09014849438279,-104.61096416436115
111,"Index(['const', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.011584459278879024,0.6813048550686933,0.6233602832630012,-122.73336609271342,-116.25418176269179
112,"Index(['const', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.0031922004983652146,0.9121807262656514,0.8962135855866789,-157.53512388116079,-151.05593955113915
113,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",5,0.0030999995218110865,0.9910449157504723,0.989009669330125,-158.32645427619406,-151.84726994617242
114,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",5,0.003914661818117163,0.9886915703879954,0.9861214727489034,-152.0266256162133,-145.54744128619166
115,"Index(['MgO', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.0034059097532676643,0.9901612214543242,0.9879251354212161,-155.78548081331874,-149.3062964832971
116,"Index(['MgO', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.0033001631828963015,0.9904666955165333,0.9883000354066546,-156.63706537304824,-150.1578810430266
117,"Index(['MgO', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.023356671004625768,0.932528713258404,0.9171943299080413,-103.80047585667197,-97.32129152665033
118,"Index(['Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",5,0.01391381717867032,0.9598066373266,0.9506717821735545,-117.78648264462674,-111.3072983146051
119,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)'], dtype='object')",6,0.0030203906918654074,0.9169073129681404,0.8971233398653167,-157.02887995953887,-149.25385876351288
120,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'L/S'], dtype='object')",6,0.003822082768977585,0.8948523023237188,0.8698171362103185,-150.67282858062248,-142.8978073845965
121,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.0030068348532503054,0.9172802418937038,0.8975850613922047,-157.15033161486994,-149.37531041884398
122,"Index(['const', 'MgO', 'Al2O3', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.0030301075498024308,0.9166399966114623,0.8967923767570486,-156.94215804693982,-149.16713685091383
123,"Index(['const', 'MgO', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.0031518297620758947,0.9132913484658749,0.8926464314339404,-155.87876177341101,-148.10374057738505
124,"Index(['const', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.003140104870650347,0.91361390698002,0.8930457895943105,-155.9793897847963,-148.2043685887703
125,"Index(['MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",6,0.0030178714885424718,0.9912821620635744,0.9887913512245957,-157.0514091216168,-149.27638792559083
126,"Index(['const', 'MgO', 'Al2O3', 'SiO2', 'P2O5', 'Concentration(mM)', 'L/S'], dtype='object')",7,0.0029603193377157454,0.9185599105090417,0.8941278836617542,-155.57128415581423,-146.50042609378391
